error--http://big5.www.gov.cn/gate/big5/www.gov.cn/  http://big5.www.gov.cn
read ECONNRESET
error--http://www.bjsjs.gov.cn/gongkai/zwgkpd/ztzl/2022/zcml/aztfl/gr/zyzb/  http://www.bjsjs.gov.cn
read ECONNRESET
error--http://www.bjsjs.gov.cn/gongkai/zwgkpd/ztzl/2022/zcml/aztfl/gr/zyzg/  http://www.bjsjs.gov.cn
read ECONNRESET
error--http://www.bjsjs.gov.cn/gongkai/zwgkpd/ztzl/2022/zcml/aztfl/gr/fwgl/  http://www.bjsjs.gov.cn
read ECONNRESET
error--http://www.bjsjs.gov.cn/gongkai/zwgkpd/ztzl/2022/zcml/aztfl/gr/jtcx/  http://www.bjsjs.gov.cn
read ECONNRESET
error--http://hudong.bjtzh.gov.cn/jj/tzrobot/  http://hudong.bjtzh.gov.cn
read ECONNRESET
error--http://open.bjtzh.gov.cn/  http://open.bjtzh.gov.cn
read ECONNRESET
error--http://open.bjtzh.gov.cn/kftzh/c110068/202101/1333785.shtml  http://open.bjtzh.gov.cn
read ECONNRESET
error--http://sbg.snaic.gov.cn/  http://sbg.snaic.gov.cn
connect ETIMEDOUT 111.20.61.222:80
error--https://www.sjbjtv.com/live/getLivePc?liveId=11852  https://www.sjbjtv.com
connect ETIMEDOUT 59.110.152.225:443
error--http://bszs.conac.cn/sitename?method=show&id=0C6C372EED427A9BE053012819AC399A  http://bszs.conac.cn
read ECONNRESET
error--https://beian.miit.gov.cn/  https://beian.miit.gov.cn
read ECONNRESET
error--http://tv.jcrb.com/zyws/202206/t20220606_2409807.shtml  http://tv.jcrb.com
read ECONNRESET
error--http://tv.jcrb.com/zgjcxw/  http://tv.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/opinion/jeyz/  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/opinion/jeyz/202205/t20220511_2399011.html  http://www.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220606_2409757.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/zyk/  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220606_2409759.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220606_2409707.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220606_2409708.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220607_2410084.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220607_2410083.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220607_2410111.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220607_2410110.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220607_2410112.html  http://news.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202112/t20211216_2347725.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202202/t20220218_2368541.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202205/t20220523_2403742.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202205/t20220513_2399561.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202205/t20220510_2398296.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202205/t20220511_2398897.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202205/t20220506_2396711.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202205/t20220509_2397605.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202204/t20220415_2389304.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202204/t20220421_2391815.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202204/t20220406_2386132.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202204/t20220414_2389066.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202203/t20220318_2379682.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202203/t20220324_2381540.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202203/t20220307_2374801.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202203/t20220316_2378543.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202203/t20220301_2372137.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202203/t20220302_2372443.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202202/t20220217_2368095.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg2015/202202/t20220221_2369139.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/xztpd/gxzt/zqx/  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/xztpd/gxzt/sqgg/index.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/xztpd/ZT2021/202111/tbkxl/  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/xueshupd/  http://www.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220607_2410099.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220607_2410098.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220606_2409730.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220606_2409729.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220606_2409728.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220602_2408915.html  http://news.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/culture/news/202206/t20220607_2410140.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/culture/news/202206/t20220607_2410136.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/culture/news/202206/t20220607_2410141.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/culture/news/202206/t20220607_2410139.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/culture/news/202206/t20220607_2410138.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/culture/news/202206/t20220607_2410137.html  http://www.jcrb.com
read ECONNRESET
error--http://www.163.com/  http://www.163.com
read ECONNRESET
error--http://tech.jcrb.com/zt/lwzj_96002/  http://tech.jcrb.com
read ECONNRESET
error--http://www.people.com.cn/  http://www.people.com.cn
read ECONNRESET
error--http://www.xinhuanet.com/  http://www.xinhuanet.com
read ECONNRESET
error--http://www.cnr.cn/  http://www.cnr.cn
read ECONNRESET
error--http://cn.chinadaily.com.cn/  http://cn.chinadaily.com.cn
read ECONNRESET
error--http://www.cri.cn/  http://www.cri.cn
read ECONNRESET
error--http://www.china.com.cn/  http://www.china.com.cn
read ECONNRESET
error--http://www.ce.cn/  http://www.ce.cn
read ECONNRESET
error--http://www.taiwan.cn/  http://www.taiwan.cn
read ECONNRESET
error--http://www.tibet.cn/  http://www.tibet.cn
read ECONNRESET
error--http://www.81.cn/  http://www.81.cn
read ECONNRESET
error--http://www.k618.cn/  http://www.k618.cn
read ECONNRESET
error--http://www.haiwainet.cn/  http://www.haiwainet.cn
read ECONNRESET
error--https://www.huanqiu.com/  https://www.huanqiu.com
read ECONNRESET
error--http://www.workercn.cn/  http://www.workercn.cn
read ECONNRESET
error--http://www.chinapeace.gov.cn/  http://www.chinapeace.gov.cn
read ECONNRESET
error--http://www.legaldaily.com.cn/  http://www.legaldaily.com.cn
read ECONNRESET
error--http://www.chinacourt.org/index.shtml  http://www.chinacourt.org
read ECONNRESET
error--http://www.cpd.com.cn/  http://www.cpd.com.cn
read ECONNRESET
error--http://www.chinaso.com/  http://www.chinaso.com
read ECONNRESET
error--http://www.jcrb.com/gg/aboutus/  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/gg/adv/  http://www.jcrb.com
read ECONNRESET
error--https://beian.miit.gov.cn/  https://beian.miit.gov.cn
read ECONNRESET
error--http://www.ciplawyer.cn/  http://www.ciplawyer.cn
read ECONNRESET
error--http://www.sxwq.org.cn/  http://www.sxwq.org.cn
read ECONNRESET
error--http://xwqy.gsxt.gov.cn/etps/productInfoList  http://xwqy.gsxt.gov.cn
read ECONNRESET
error--https://www.jl-sme.com/  https://www.jl-sme.com
read ECONNRESET
error--http://xwqy.gsxt.gov.cn/mirco/course  http://xwqy.gsxt.gov.cn
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202205/t20220517_2400977.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202205/t20220531_2407863.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202205/t20220527_2405993.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202205/t20220523_2403580.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202204/t20220419_2390506.html  http://news.jcrb.com
read ECONNRESET
error--http://yq.jcrb.com/CYTB/202107/t20210701_2294505.html  http://yq.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/xztpd/2017/201703/zfxmtfh/  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/xztpd/gxzt/HLWZSPHB/index.html  http://www.jcrb.com
read ECONNRESET
error--http://zfyq.jcy.org.cn/  http://zfyq.jcy.org.cn
read ECONNRESET
error--http://www.jcrb.com/IPO/cmyjy/202103/t20210305_2257797.html  http://www.jcrb.com
read ECONNRESET
error--http://yq.jcrb.com/YQRD/  http://yq.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220606_2409738.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202206/t20220602_2408940.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/shxw/202205/t20220506_2396624.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202205/t20220505_2396145.html  http://news.jcrb.com
read ECONNRESET
error--http://news.jcrb.com/jsxw/2022/202205/t20220505_2396151.html  http://news.jcrb.com
read ECONNRESET
error--http://yq.jcrb.com/YQRD/202203/t20220325_2381946.html  http://yq.jcrb.com
read ECONNRESET
error--http://zld.zjzwfw.gov.cn/col/col1656340/index.html  http://zld.zjzwfw.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grrqfl.html?locationCode=110108000000&typeKey=3056  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://1.85.55.226:81/web.files//uploadfile//2019-05-06/20190506101732702.pdf  http://1.85.55.226:81
read ECONNRESET
error--http://www.fujian.gov.cn/  http://www.fujian.gov.cn
read ECONNRESET
error--http://rsj.beijing.gov.cn/  http://rsj.beijing.gov.cn
read ECONNRESET
error--http://whlyj.beijing.gov.cn/  http://whlyj.beijing.gov.cn
read ECONNRESET
error--http://wjw.beijing.gov.cn/  http://wjw.beijing.gov.cn
read ECONNRESET
error--http://scjgj.beijing.gov.cn/  http://scjgj.beijing.gov.cn
read ECONNRESET
error--http://rfb.beijing.gov.cn/  http://rfb.beijing.gov.cn
read ECONNRESET
error--http://www.bjfsh.gov.cn/  http://www.bjfsh.gov.cn
read ECONNRESET
error--http://www.bjhr.gov.cn/  http://www.bjhr.gov.cn
read ECONNRESET
error--http://www.qianlong.com/  http://www.qianlong.com
read ECONNRESET
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201801/t20180131_1021423.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031879.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031877.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031876.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031875.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031874.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031873.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031871.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031870.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031869.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031868.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031867.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031866.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031865.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031864.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031863.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031862.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031861.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031860.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/tjgb/wzndbg/201803/t20180305_1031859.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/jbjc/slxxhjb/202203/t20220302_1563437.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/jbjc/slxxhjb/202111/t20211112_1551160.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/jbjc/slxxhjb/202110/t20211019_1548187.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/jbjc/slxxhjb/202109/t20210914_1543734.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/jbjc/slxxhjb/202108/t20210818_1539743.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/jbjc/slfpjb/202203/t20220316_1565004.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/jbjc/slfpjb/202101/t20210125_1496773.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/jbjc/slfpjb/202010/t20201029_1456160.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/jbjc/ncysaqgzjb/202112/t20211206_1553931.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/jbjc/ncysaqgzjb/202112/t20211206_1553930.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/jbjc/ncysaqgzjb/202112/t20211206_1553926.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/jbjc/ncysaqgzjb/202112/t20211206_1553924.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/jbjc/ncysaqgzjb/202112/t20211206_1553923.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://big5.mwr.gov.cn:82/gate/big5/www.mwr.gov.cn/sj/jbjc/ncysaqgzjb/202112/t20211206_1553922.html  http://big5.mwr.gov.cn:82
connect ETIMEDOUT 211.144.20.62:82
error--http://www.shaanxi.gov.cn/szf/xwfbh/202011/t20201126_2112716_wap.html  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/szf/xwfbh/202007/t20200723_1526419_wap.html  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/wap.html  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/ggbf/zwwx/  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/ggbf/zwwb/  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/site/sxsrmzf/search.html?keyWord=%E8%90%A5%E5%95%86%E7%8E%AF%E5%A2%83  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/xw/ztzl/zxzt/zkzl/index.html  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/site/sxsrmzf/search.html?keyWord=%E5%88%9B%E6%96%B0%E5%8F%91%E5%B1%95  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/szf/  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/szf/szfld/zyd/  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/xw/  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/zfxxgk/  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://en.shaanxi.gov.cn/  http://en.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/fw/  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/hd/  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/sq/  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/sj/  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://www.shaanxi.gov.cn/ggbf/yjzj/  http://www.shaanxi.gov.cn
connect ECONNRESET 219.144.222.223:80
error--http://zyk.bjhd.gov.cn/zwdt/xxgk/zcjd/zcjd/202203/t20220303_4514381.shtml  http://zyk.bjhd.gov.cn
socket hang up
error--http://zyk.bjhd.gov.cn/zwdt/xxgk/zcjd/zcjd/202203/t20220303_4514385.shtml  http://zyk.bjhd.gov.cn
socket hang up
error--http://zyk.bjhd.gov.cn/zwdt/xxgk/zcjd/zcjd/202103/t20210310_4455630.shtml  http://zyk.bjhd.gov.cn
socket hang up
error--http://zyk.bjhd.gov.cn/zwdt/xxgk/zcjd/zcjd/202103/t20210329_4459076.shtml  http://zyk.bjhd.gov.cn
socket hang up
error--http://zyk.bjhd.gov.cn/zwdt/xxgk/zcjd/zcjd/202111/t20211119_4496168.shtml  http://zyk.bjhd.gov.cn
socket hang up
error--http://zyk.bjhd.gov.cn/zwdt/xxgk/zcjd/zcjd/202003/t20200317_4394593.shtml  http://zyk.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/  http://hdqw.bjhd.gov.cn
socket hang up
error--http://www.bjhd.gov.cn/  http://www.bjhd.gov.cn
socket hang up
error--http://www.hdzx.gov.cn/  http://www.hdzx.gov.cn
read ETIMEDOUT
error--http://hdqw.bjhd.gov.cn/qwyw/  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/dwgk/  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/djgz/zzjs/  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/bmgz/jjgz/  http://hdqw.bjhd.gov.cn
socket hang up
error--http://www.bjhd.gov.cn/ztzx/2020zt/xxgc19jwzqh/  http://www.bjhd.gov.cn
socket hang up
error--http://www.bjhd.gov.cn/ztzx/2019zt/zthy/  http://www.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/tzgg/  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/tzgg/202205/t20220530_4528315.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/tzgg/202205/t20220512_4523844.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/tzgg/202204/t20220424_4520899.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/tzgg/202204/t20220421_4520595.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/cwhd/  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/xwjj/  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/cwhd/202112/t20211221_4503720.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/cwhd/202112/t20211217_4503102.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/cwhd/202112/t20211213_4501749.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/cwhd/202112/t20211208_4500593.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/cwhd/202206/t20220602_4528777.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/cwhd/202206/t20220602_4528780.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/cwhd/202205/t20220531_4528567.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/cwhd/202205/t20220528_4528241.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/cwhd/202205/t20220527_4528203.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/cwhd/  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/xwjj/202205/t20220506_4522711.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/xwjj/202204/t20220421_4520599.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/xwjj/202204/t20220418_4519959.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/xwjj/202204/t20220402_4518025.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/xwjj/202203/t20220324_4516909.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/xwjj/202203/t20220308_4514748.htm  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/qwyw/xwjj/  http://hdqw.bjhd.gov.cn
socket hang up
error--http://zyk.bjhd.gov.cn/zmhd/qqtyzxslpt/  http://zyk.bjhd.gov.cn
socket hang up
error--http://www.bjhd.gov.cn/yhzx/login.html?reqUrl=aHR0cDovLzEwMS4yMDAuMTA0LjIxNDo4MDgwL3BldGl0aW9ucy9sZXR0ZXJzQ29udHJvbGxlci5k%20%20bz93YXJkZW5TaG93  http://www.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/dwgk/  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/dwgk/qwwj/  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/dwgk/gbrm/  http://hdqw.bjhd.gov.cn
socket hang up
error--http://hdqw.bjhd.gov.cn/dwgk/qwwj/202205/t20220530_4528314.htm  http://hdqw.bjhd.gov.cn
socket hang up
